indeks_igre,prvi_igralec,prvi_id,drugi_igralec,drugi_id,izid,stevilo_potez,leto,kraj,odprtje_neka_stevilka,odprtje
1078872,A Schenning,33230,P de Laat,33468,0-1,14,1991,corres NLD,C34,King's Gambit Accepted
1622832,S Wolff,84767,Kengis,14317,0-1,14,1991,Luxembourg,B02,Alekhine's Defense
1124902,J Hart,43459,Silman,21593,0-1,15,1991,Flagstaff,B32,Sicilian
1360393,J Aagaard,35994,S Clausen,30550,0-1,15,1991,Kronborg EMT M1,A56,Benoni Defense
1702894,K E Deeves,142528,T Runting,108702,0-1,15,1991,AUS-corr ch,B07,Pirc
1323352,V Sirotkin,90700,N Bensiek,90702,1-0,13,1991,WT/M/GT/285,B33,Sicilian
1323370,F Huybrecht,90376,W Riemer,90353,1-0,15,1991,WT/M/GT/287,B22,"Sicilian, Alapin"
1390042,P Moulin,16735,B Colias,23374,1-0,13,1991,New York Open,B90,"Sicilian, Najdorf"
1123363,I Efimov,17660,Shirov,15809,0-1,15,1991,Arnold Cup,C57,Two Knights
1251564,Illescas Cordoba,14067,D Garcia Ilundain,17000,1-0,12,1991,Terrassa,C56,Two Knights
1104531,S Haubrich,27209,G Orlov,16563,0-1,6,1991,National op,C00,French Defense
1323451,J Karasalo,90749,E Daillet,38009,1-0,7,1991,WT/M/GT/291,B03,Alekhine's Defense
1323420,A Hebels,90742,H Moye,90740,1-0,8,1991,WT/M/GT/289,A00,Uncommon Opening
1323454,R B Talmadge,90750,E Daillet,38009,1-0,8,1991,WT/M/GT/291,C78,Ruy Lopez
1323435,T Mahling,90744,H Moye,90740,1-0,9,1991,WT/M/GT/289,B80,"Sicilian, Scheveningen"
1338331,W Mathes,90734,T Vainikainen,63970,1-0,12,1991,WT/M/GT/288,C42,Petrov Defense
1323385,J Brookes,63478,T Vainikainen,63970,1-0,15,1991,WT/M/GT/288,C42,Petrov Defense
1323459,R Raijmaekers,90180,E Mende,90752,1-0,15,1991,WT/M/GT/292,C18,"French, Winawer"
1338329,W Mathes,90734,Y V Smirnov,93740,1-0,15,1991,WT/M/GT/288,B84,"Sicilian, Scheveningen"
1338345,D Valeriani,34507,H Moye,90740,1-0,15,1991,WT/M/GT/289,E92,King's Indian
1323449,E Daillet,38009,S Turlej,90748,0-1,3,1991,WT/M/GT/291,B21,"Sicilian, 2.f4 and 2.d4"
1323448,E Daillet,38009,H Baensch,90746,0-1,7,1991,WT/M/GT/291,B01,Scandinavian
1323388,H G Kleinhenz,52122,F Sideif-Sade,29654,0-1,8,1991,WT/M/GT/288,B22,"Sicilian, Alapin"
1323436,H Moye,90740,C Groeger,90738,0-1,12,1991,WT/M/GT/289,B90,"Sicilian, Najdorf"
1338320,A A Alekseev,90733,W Mathes,90734,0-1,12,1991,WT/M/GT/288,A80,Dutch
1323413,J Duke,90741,G Tyagunov,29970,0-1,13,1991,WT/M/GT/289,B21,"Sicilian, 2.f4 and 2.d4"
1323439,H Moye,90740,Y Shorokhov,90745,0-1,13,1991,WT/M/GT/289,B89,Sicilian
1323387,H G Kleinhenz,52122,Theo Schmidt,90174,0-1,14,1991,WT/M/GT/288,C05,"French, Tarrasch"
1323403,T Vainikainen,63970,K Metelmann,90694,0-1,14,1991,WT/M/GT/288,A07,King's Indian Attack
1323415,C Groeger,90738,B Luesse,90743,0-1,14,1991,WT/M/GT/289,C34,King's Gambit Accepted
1323438,H Moye,90740,B Luesse,90743,0-1,14,1991,WT/M/GT/289,C42,Petrov Defense
1323437,H Moye,90740,H E van Kempen,90564,0-1,15,1991,WT/M/GT/289,B33,Sicilian
1251533,A Kolev,24694,L Sobrevia,78246,1-0,8,1991,Andorra op 9th,E92,King's Indian
1790278,R Kuijf,28238,M Bosboom,29213,0-1,15,1991,NED-ch,C63,"Ruy Lopez, Schliemann Defense"
1021398,Browne,16174,Ashley,21714,1-0,12,1991,19th World Open,E15,Queen's Indian
1230132,H Ganaus,57038,G Nikolic,63489,0-1,14,1991,Oberwart Open,C29,Vienna Gambit
1243705,Kraidman,24431,H Harestad,49510,1-0,7,1991,Gausdal Int-l,E15,Queen's Indian
1251536,I R Dutton,78250,D McMahon,17762,0-1,11,1991,15th Lloyds Bank Masters Open,C45,Scotch Game
1338349,V Medvedev,90763,F Kirwald,90762,1-0,12,1991,WT/M/GT/293,C19,"French, Winawer, Advance"
1338353,G Mettyear,90757,V Medvedev,90763,0-1,15,1991,WT/M/GT/293,A45,Queen's Pawn Game
1243708,P Pflichthofer,73727,C Flear,41064,0-1,8,1991,Brocco op,C45,Scotch Game
1108628,Y Visser,10929,J Piket,41127,1-0,11,1991,NED-ch sf,B01,Scandinavian
1086278,Krasenkow,16340,Kharlov,65225,1-0,12,1991,URS-ch58,D21,Queen's Gambit Accepted
1323524,G Windhausen,90772,J Jansen,90773,1-0,6,1991,WT/M/GT/297,E73,King's Indian
1323516,M Valvo,15423,V A Ivanov,90496,1-0,11,1991,WT/M/GT/297,C33,King's Gambit Accepted
1323564,G Schuchardt,63567,H Schumacher,90784,1-0,14,1991,WT/M/GT/298,C42,Petrov Defense
1323580,V A Tselousov,90788,J Petrov-Lazarov,90789,1-0,14,1991,WT/M/GT/298,B42,"Sicilian, Kan"
1323492,G Kuehnel,90770,G Engelhardt,90776,1-0,15,1991,WT/M/GT/297,C46,Three Knights
1323545,T Hannebauer,34295,J Petrov-Lazarov,90789,1-0,15,1991,WT/M/GT/298,B42,"Sicilian, Kan"
1323514,D Tobor,77805,A Shamrenko,90774,0-1,7,1991,WT/M/GT/297,B22,"Sicilian, Alapin"
1323568,H Schumacher,90784,K Miettinen,90782,0-1,12,1991,WT/M/GT/298,C34,King's Gambit Accepted
1323490,V A Ivanov,90496,G Windhausen,90772,0-1,14,1991,WT/M/GT/297,B09,"Pirc, Austrian Attack"
1506630,T Tabatadze,25604,V Vepkhvishvili,43016,1-0,15,1991,Ch Georgian 52th,A42,"Modern Defense, Averbakh System"
1251609,I Knopp,73855,W Koebele,78352,1-0,6,1992,St Petersburg,A16,English
1243716,Van de Langenberg,73738,Elich,34108,1-0,7,1992,cr nl h375,A22,English
1243723,Tg Zulkifli,73746,W Lai,73747,1-0,8,1992,Kuala Lumpur open,C42,Petrov Defense
1243727,L Komarek,73751,A Korn,73752,1-0,8,1992,Oberwart open,C44,King's Pawn Game
1079065,J Rummel,34929,R Martin,32101,1-0,9,1992,Casual Game,C30,King's Gambit Declined
1243715,M Kobiela,73736,J Gorski,108731,1-0,9,1992,cr ch Warschau,C70,Ruy Lopez
1243726,Depasquale,73749,Kavian,73750,1-0,9,1992,Manila tt,A41,Queen's Pawn Game (with ...d6)
1243732,E Dekker,73758,A Rienks,73759,1-0,9,1992,Amsterdam,A09,Reti Opening
1243733,P Hultin,100474,T Fromm,73761,1-0,9,1992,Vaxjo,A57,Benko Gambit
1243735,H Wirthensohn,25887,M Valdivia,73764,1-0,9,1992,Zrich open,A46,Queen's Pawn Game
1251602,S Bogatyrjov,78342,G Surplys,78343,1-0,9,1992,EU-ch U12,A07,King's Indian Attack
1251618,L Kottnauerova,60680,L Vilimova,78365,1-0,9,1992,Ch Czech Republic (w),C50,Giuoco Piano
1251630,M Christoffel,26537,A Haerri,78382,1-0,9,1992,Suhr,C41,Philidor Defense
1243712,D Rotman,73733,G Bornarel,73734,1-0,10,1992,Bern Open,C41,Philidor Defense
1243714,M Plomp,33845,P Dijkstra,90657,1-0,10,1992,cr ch NL,C01,"French, Exchange"
1243717,D de Meyere,73739,P Lehmann,90813,1-0,10,1992,cr thema,C63,"Ruy Lopez, Schliemann Defense"
1243719,Vasiukov,47818,A Yasseen,47270,1-0,10,1992,Doha open,B53,Sicilian
1243728,G Wetscherek,60610,H Erhart,73753,1-0,10,1992,Oberwart open,B50,Sicilian
1243736,J Brosa Soto,73765,J Vinas,73766,1-0,10,1992,Zaragoza open,D03,Torre Attack (Tartakower Variation)
1251598,Smirin,14149,Y Afek,19657,1-0,10,1992,Israel,B30,Sicilian
1251600,I Carchalasvili,78340,I Kaula,60625,1-0,10,1992,EU-ch U10 Girls,E61,King's Indian
1251610,Shkurovich,78353,F Noetzel,96317,1-0,10,1992,St Petersburg,C41,Philidor Defense
1251629,Y Rantanen,17892,T Tuomala,78381,1-0,10,1992,Kuopio,C41,Philidor Defense
1999488,W Clews,113030,D Ellison,24310,1-0,10,1992,corr,B00,Uncommon King's Pawn Opening
1251588,D Janky,78321,A Reiter,78322,1-0,11,1992,NWC October,B30,Sicilian
1251593,J Blixt,60668,A Mohammadi,101622,1-0,11,1992,Vxj ch-SE op,C50,Giuoco Piano
1251595,Y Ghayor,78332,C Salomonsson,78333,1-0,11,1992,Vxj ch-SE op,B22,"Sicilian, Alapin"
1251596,E Malmstig,78334,M Almstrom,78335,1-0,11,1992,Vxj ch-SE op,B09,"Pirc, Austrian Attack"
1251612,Plachetka,17550,J Cosson,78356,1-0,11,1992,Ch France (team),B90,"Sicilian, Najdorf"
1251615,J Joguet,78361,J Walid,78362,1-0,11,1992,Le Touquet,C40,King's Knight Opening
1251621,M Horak,78369,Z Hollmann,60969,1-0,11,1992,Mlada Boleslav,B12,Caro-Kann Defense
1251624,C Astengo,67265,R Genne,78374,1-0,11,1992,Ticino,A40,Queen's Pawn Game
1251634,A Kryjak,78385,J Lettner,78386,1-0,11,1992,It (open) (b),C00,French Defense
1608741,P Glavina,16356,Azmaiparashvili,14175,1-0,11,1992,Lugo,A41,Queen's Pawn Game (with ...d6)
1251606,D Zifroni,29877,Z Gyimesi,38768,1-0,12,1992,EU-ch U16,A04,Reti Opening
1251608,J Ridameya Tatche,102911,J Otazu Ojer,78349,1-0,12,1992,Zaragoza,B33,Sicilian
1251614,F Peredy,68506,A Toth,78360,1-0,12,1992,Ch Hungary (team),A05,Reti Opening
1251617,P Popovic,29843,P Schlosser,11689,1-0,12,1992,Brno,B42,"Sicilian, Kan"
1338668,L Esposito,93816,J C Ortiz Aleman,93817,1-0,12,1992,Fuerteventura op,C00,French Defense
1020828,M Aveholt,16308,Ulf Andersson,12112,1-0,13,1992,Sweden ch,B23,"Sicilian, Closed"
1226479,O Voller vs E Petucho,61157,kis,60621,1-0,13,1992,EU-ch U10,C54,Giuoco Piano
1608744,T Wall,21974,J Reyes,20848,1-0,13,1992,Texas,C30,King's Gambit Declined
1732372,H U Kock,55002,J Sucher,100995,1-0,13,1992,Liechtenstein op,D02,Queen's Pawn Game
1079204,J Langheinrich,35086,P Karmzon,35023,1-0,14,1992,Vxj ch-SE op,C34,King's Gambit Accepted
1421552,A Nickel,93905,J Stammberger,90580,1-0,14,1992,GER-ch22 corr,E32,"Nimzo-Indian, Classical"
1226372,E Legaspi,27291,Barakat Khalid Salim,60527,1-0,15,1992,Doha,C45,Scotch Game
1341148,H Westerinen,79807,V Tatenhorst,26334,1-0,15,1992,Hamburg op,B28,"Sicilian, O'Kelly Variation"
1349405,Smirin,14149,A Vragoteris,46819,1-0,15,1992,Katerini op,A80,Dutch
1359928,F Cirabisi,63230,V Cugini,111953,1-0,15,1992,Imperia Open,C00,French Defense
1251592,E Petuchovskis,60621,A Ulmanis,35055,0-1,6,1992,EU-ch U10,C28,Vienna Game
1251627,K Tammela,65571,J Kiltti,58744,0-1,6,1992,Kuopio,C24,Bishop's Opening
1014223,M Wickert,14115,Adams,10900,0-1,7,1992,Islington,A45,Queen's Pawn Game
1251603,S Sableviciene,62110,I Kaula,60625,0-1,7,1992,EU-ch U10 Girls,C48,Four Knights
1087974,J Kapischka,11745,Kupreichik,15098,0-1,8,1992,GER-CupT 1991/92,A05,Reti Opening
1243730,S Broehl,58190,K H Balduan,73756,0-1,9,1992,Porz 28op,C46,Three Knights
1251599,E Petuchovskis,60621,D G Fridman,42773,0-1,9,1992,EU-ch U10,B23,"Sicilian, Closed"
1243713,Siggens,73735,Philips,23355,0-1,10,1992,cr,B01,Scandinavian
1243720,S Wagman vs N Rashko,16865,ky,15373,0-1,10,1992,Forli open,B90,"Sicilian, Najdorf"
1243722,I Presznyak,73744,Z Fusthy,43347,0-1,10,1992,HUN tch 91 Statiszti,B40,Sicilian
1243734,W Byrne,73762,R Rozycki,73763,0-1,10,1992,Yanchep,B21,"Sicilian, 2.f4 and 2.d4"
1251601,A Duriez,78341,J Jackova,50866,0-1,10,1992,EU-ch U10 Girls,B01,Scandinavian
1251587,K Yamanaka,78319,R Dubisch,78320,0-1,11,1992,NWC August,A07,King's Indian Attack
1251589,F Egido,78323,J Sanchez Almeyra,30801,0-1,11,1992,Zaragoza op,C31,"King's Gambit Declined, Falkbeer Counter Gambit"
1251605,R Scho,63610,T Kobe,35063,0-1,11,1992,EU-ch U10,D02,Queen's Pawn Game
1251613,S Kereszturi,78357,I Almasi,38805,0-1,11,1992,Ch Hungary (team),B40,Sicilian
1251626,V Trickov,19873,P Stratil,78377,0-1,11,1992,It (DDM-III),A43,Old Benoni
1251636,I Loehmer,78388,K Hack,78389,0-1,11,1992,Oberwart,A51,Budapest Gambit
1251637,D Hiermann,67012,K Pinkas,18082,0-1,11,1992,Werfen,C22,Center Game
1251640,Vakulenko,78395,Gastgofer,78396,0-1,11,1992,Smolensk,C15,"French, Winawer"
1146027,F A Cueto Aller,112983,Vaganian,13989,0-1,12,1992,Oviedo 45' ;TD 9209,A48,King's Indian
1251590,I P Ferreres,78327,A Nuevo Perez,36710,0-1,12,1992,Sevilla open (09),C45,Scotch Game
1251594,M Helin,50708,D Larsson,148070,0-1,12,1992,Vxj ch-SE op,C20,King's Pawn Game
1251604,B Balang,78344,S Basrak,36155,0-1,12,1992,EU-ch U16,B00,Uncommon King's Pawn Opening
1251607,P Varga,66291,A E Vaulin,19803,0-1,12,1992,Budapest,D21,Queen's Gambit Accepted
1251611,L Majercikova vs L Skacelova-Zahoro,78354,ka,101489,0-1,12,1992,Ch Czech Republic (w),B32,Sicilian
1251622,M Peltola,78371,E Maljutin,43038,0-1,12,1992,Kuopio,B01,Scandinavian
1251632,J Padreny,78383,E Fernandez Aguado,78384,0-1,12,1992,Sitges,B30,Sicilian
1066195,Jansa,18547,Pachman,13691,0-1,14,1992,CZE-chT,B10,Caro-Kann
1079095,W Arztmann,55088,M Neubauer,32249,0-1,14,1992,Donau op,C32,"King's Gambit Declined, Falkbeer Counter Gambit"
1226364,V W Berry,60518,A Karklins,19921,0-1,14,1992,Chicago Masters,C57,Two Knights
1014222,M N Anderton,14114,Adams,10900,0-1,15,1992,Islington,C35,"King's Gambit Accepted, Cunningham"
1070602,Huebner,14098,Kasparov,15940,0-1,15,1992,Match,D45,Queen's Gambit Declined Semi-Slav
1079122,E Krausse,34992,J Hohmeister,34993,0-1,15,1992,Hessen,C34,King's Gambit Accepted
1131737,D Cabrera Moreno,44197,K Spraggett,21784,0-1,15,1992,Zaragoza open,B23,"Sicilian, Closed"
1690794,C I Candea,140539,G Stanciu,24910,0-1,15,1992,ROM-chT,B07,Pirc
1810305,B Colias,23374,M Rogan,18813,1-0,12,1992,Fox Valley Championship,A80,Dutch
1335910,C Land,91887,R Ketcham,18815,1-0,14,1992,Texas Team Championship,D20,Queen's Gambit Accepted
1251639,U Bierbach,44424,H Hermaneck,94996,0-1,8,1992,Dortmund open-A,B09,"Pirc, Austrian Attack"
1251633,A Maier,30715,J Pachow,17876,0-1,12,1992,Dortmund open-A,B32,Sicilian
1054250,C Colin Mancera,144995,Gulko,12141,0-1,13,1992,Saint Martin op,C20,King's Pawn Game
1323600,W Mehlhorn,90795,A Lubos,90792,1-0,6,1992,WT/M/GT/307,A00,Uncommon Opening
1323594,K Gustavsson,90624,A Lubos,90792,1-0,7,1992,WT/M/GT/307,D61,"Queen's Gambit Declined, Orthodox, Rubinstein Attack"
1323619,J Dubrawski,90799,N G Shchebenyuk,90801,1-0,10,1992,WT/M/GT/308,C89,"Ruy Lopez, Marshall"
1337560,A Lubos,90792,F Grimm,34728,0-1,6,1992,WT/M/GT/307,E76,"King's Indian, Four Pawns Attack"
1323604,M Bergmann,90680,B Bison,90798,0-1,14,1992,WT/M/GT/308,C41,Philidor Defense
1323640,S Woelfl,90639,F Colombo-Berra,42139,0-1,14,1992,WT/M/GT/308,C44,King's Pawn Game
1580016,Grischuk,17279,R Simons,125703,1-0,15,1992,Wch U10,C70,Ruy Lopez
1251623,T Imanaliev,15727,J Xuereb,35033,1-0,11,1992,Chess Olympiad,C64,"Ruy Lopez, Classical"
1251631,R Jackson,156805,P Wilson,35029,1-0,12,1992,Chess Olympiad,A04,Reti Opening
1243725,M Hassan,73748,F Zoubida Rachedi,60431,0-1,8,1992,Chess Olympiad (Women),C00,French Defense
1251635,N Chudleigh,78387,G Zelaya,35031,0-1,12,1992,Chess Olympiad,A43,Old Benoni
1226442,Y Abdulghafour,60599,J Ghafour,60600,1-0,11,1992,Chess Olympiad,C55,Two Knights Defense
1121860,Shaked,12119,J Heger,43103,1-0,10,1992,Wch U14,B12,Caro-Kann Defense
1226389,J Cvitanic,101658,O Egbeyemi,60549,1-0,10,1992,Wch U12,C57,Two Knights
1226388,N Dokmanovic,64216,P Mellon,60548,1-0,11,1992,Wch U14 Girls,C57,Two Knights
1027077,E Brown,140482,Joel Benjamin,42951,0-1,14,1992,20th World Open,E32,"Nimzo-Indian, Classical"
1751598,Sakaev,16382,Sveshnikov,44139,0-1,15,1992,Gausdal International,A01,Nimzovich-Larsen Attack
1773425,R W Moore,149592,A Trubman,22331,0-1,14,1992,93rd US Open,B77,"Sicilian, Dragon, Yugoslav Attack"
1758371,J Friedman,27302,J Duncan,102109,1-0,8,1992,93rd US Open,E12,Queen's Indian
1758408,C Morrow,148779,G Finegold,24847,1-0,12,1992,93rd US Open,C50,Giuoco Piano
1758406,A Rea,46302,M R Smith,149574,1-0,15,1992,93rd US Open,D37,Queen's Gambit Declined
1079136,A Willemsma,35007,J Bali,19048,0-1,15,1992,VB Accountants Int C,C36,"King's Gambit Accepted, Abbazia Defense"
1761662,D Levadi,150477,D Hahn,27239,0-1,11,1992,93rd US Open,B06,Robatsch
1784698,Dean Arond,152433,C Baumgartner,133795,1-0,11,1992,Match,B60,"Sicilian, Richter-Rauzer"
1243731,P Buerki,78378,S Plauth-Herr,108476,1-0,10,1992,San Bernardino op,B15,Caro-Kann
1723081,K Hoijarvi,146835,M Brooks,16824,0-1,13,1992,Missouri Open,D70,Neo-Grunfeld Defense
1797925,J A Curdo,24125,M Petrella,153290,1-0,15,1992,South Central NE op,C48,Four Knights
1121651,Emmanuel Perez,29259,Shabalov,17665,0-1,15,1992,Western States Open,A11,"English, Caro-Kann Defensive System"
1074181,Khalifman,11645,I Samarin,46463,1-0,15,1992,RUS-chT,B46,"Sicilian, Taimanov Variation"
1251620,K Zimak,78367,J Sobek,51883,0-1,9,1992,CZE-chT 1992/93,A51,Budapest Gambit
1083634,D James,27709,Korchnoi,15866,0-1,15,1992,EUR-chT (Men) 10th,A57,Benko Gambit
1062547,Ivkov,14727,R Mayer Schwartz,28634,1-0,15,1992,2nd Principe de Asturias rapid,A15,English
1790353,J Van Mil,18125,Nijboer,15211,1-0,15,1992,Sonnevanck 2nd,C15,"French, Winawer"
1251619,L Efler,24686,A Kubat,78366,1-0,11,1992,CZE-chT 1992/93,C05,"French, Tarrasch"
1323661,S de Valliere,90816,F Oppenrieder,90520,1-0,15,1992,WT/M/GT/317,E81,"King's Indian, Samisch"
1251667,Anand,12088,NN,12883,1-0,7,1993,Simul,B23,"Sicilian, Closed"
1251670,O Korneev,18187,W Hettler,29110,1-0,7,1993,Hamburg,B01,Scandinavian
1251678,M de Jonge,35548,O Vedenina,61388,1-0,8,1993,Ch World (cadets) (g) (under 14),C30,King's Gambit Declined
1251702,Lashkevich,78495,S Erendzhenov,91387,1-0,8,1993,RUS-chT,C15,"French, Winawer"
1251704,A Obodchuk,26747,V Lipatov,142077,1-0,8,1993,RUS-chT,D31,Queen's Gambit Declined
1243737,F Winia,73767,J Eisses,73768,1-0,9,1993,Amsterdam,C62,"Ruy Lopez, Old Steinitz Defense"
1243739,Wisniewski,73770,Halasiewwicz,73771,1-0,9,1993,cr ch PL,B10,Caro-Kann
1251683,O Krueger,78462,S Klemm,78463,1-0,9,1993,Hamburg,A46,Queen's Pawn Game
1251697,S Siebrecht,18222,A Horsmann,78489,1-0,9,1993,Hamburg,A44,Old Benoni Defense
1251706,S Golmon,78503,Flax,78504,1-0,9,1993,EK-T,B29,"Sicilian, Nimzovich-Rubinstein"
1079247,GGAT,35160,J Rummel,34929,1-0,10,1993,Corr Casual CIS,C36,"King's Gambit Accepted, Abbazia Defense"
1251645,G Vetter,78400,G Sheffield,78399,1-0,10,1993,SPR93,C67,Ruy Lopez
1251651,C McNab,13783,Shcherbakov,21383,1-0,10,1993,Hastings Challengers,A07,King's Indian Attack
1251654,G Bonani,57401,S Brieger,78415,1-0,10,1993,Cattolica,B32,Sicilian
1251669,M Borgula,78432,M Kasiak,78433,1-0,10,1993,Bratislava (Slovakia),E16,Queen's Indian
1251708,C Thibodeau,78505,R Ryan,78506,1-0,10,1993,USCF,E59,"Nimzo-Indian, 4.e3, Main line"
1251649,C C Buhr,87187,T Gross,78407,1-0,11,1993,GER-ch int U20,A46,Queen's Pawn Game
1251659,A Kundin,29874,A Horvath,71484,1-0,11,1993,EU-ch U12,B06,Robatsch
1251665,D Komarov,23146,A Pelayo,78428,1-0,11,1993,Cannes,A84,Dutch
1251673,C Andersson,78909,F McCluskey,78445,1-0,11,1993,Farum,C01,"French, Exchange"
1251693,C Landenbergue,25510,M Roeder,10770,1-0,11,1993,Bern,A45,Queen's Pawn Game
1251641,G Orlov,16563,R Schnabel,10984,1-0,12,1993,NWC November,D70,Neo-Grunfeld Defense
1251644,G Vetter,78400,Turner,78401,1-0,12,1993,Casual Game,B32,Sicilian
1251646,Spearman,78402,McNickle,78403,1-0,12,1993,EK??,A03,Bird's Opening
1251648,B Behrend,60816,D Panic,78405,1-0,12,1993,Ch-GER (U20),C00,French Defense
1251658,P De Bortoli,62816,B Smaraglay,78420,1-0,12,1993,EU-ch U10,B21,"Sicilian, 2.f4 and 2.d4"
1251661,M Hoffmann,19745,M Schwarz,26301,1-0,12,1993,Bundesliga 1993/94,D85,Grunfeld
1251662,N Kostic,63692,B Stamenkovic,60297,1-0,12,1993,Nis,D02,Queen's Pawn Game
1251666,E Andreasen,78429,Arly Jensen,78430,1-0,12,1993,Denmark op,C42,Petrov Defense
1251675,I Dmitriev,63602,J Aagaard,35994,1-0,12,1993,Pinsk-B,B50,Sicilian
1251677,L Espig,14467,M Morlo,78454,1-0,12,1993,Muenster,A06,Reti Opening
1251691,J W Nielsen,111619,C J Nielsen,60335,1-0,12,1993,Farum (Denmark),B29,"Sicilian, Nimzovich-Rubinstein"
1251698,A Poesinger,78490,C Schmidl,78491,1-0,12,1993,Staatsliga,B01,Scandinavian
1052077,Glek,15140,H Dobosz,24549,1-0,13,1993,Cuxhaven,C11,French
1580298,T Ellenbroek,49355,M Abbink,41457,1-0,13,1993,Purmerend-B,A80,Dutch
1108839,Piket,10904,H Klip,17710,1-0,14,1993,NED,A85,"Dutch, with c4 & Nc3"
1150979,Yermolinsky,12166,A Kaliksteyn,18881,1-0,14,1993,"New York, NY USA",D30,Queen's Gambit Declined
1084863,Kotronias,14587,P Pandavos,91987,1-0,15,1993,Peristeri,C40,King's Knight Opening
1226540,E Wagner,60692,L Schnegg,60693,1-0,15,1993,Biel,C57,Two Knights
1226607,P Macchiettini,60773,M Wunder,60769,1-0,15,1993,Cattolica,C46,Three Knights
1226610,J Komarek,60775,Z Rudas,60776,1-0,15,1993,Chrudim,C55,Two Knights Defense
1284239,Z Karniewski,84280,W Kolacin,84281,1-0,15,1993,?,B70,"Sicilian, Dragon Variation"
1584478,V Bhat,19912,R Moore,126448,1-0,15,1993,Continental Open,C53,Giuoco Piano
1754072,J Rasin,115208,T Feinstein,148044,1-0,15,1993,Boylston CC Championship,B40,Sicilian
1243740,B Vennema,73772,P Soeteman,73773,0-1,6,1993,Groningen,A18,"English, Mikenas-Carls"
1251657,A Sira,78418,N Zahonova-Konopkova,78419,0-1,7,1993,SVK-chT,B15,Caro-Kann
1251643,G Sheffield,78399,G Vetter,78400,0-1,8,1993,SPR93,B20,Sicilian
1251682,Theo Hart,163448,T Zietlow,94980,0-1,8,1993,Dortmund op-A,B20,Sicilian
1251703,P Skatchkov vs Gule,49700,ky,78498,0-1,8,1993,RUS-chT,B17,"Caro-Kann, Steinitz Variation"
1134299,Perez,13579,Suba,15401,0-1,9,1993,Badalona,B86,"Sicilian, Fischer-Sozin Attack"
1243738,C Gavrilescu-Mogojan,73769,V Tomescu,55604,0-1,9,1993,Boekarest,A40,Queen's Pawn Game
1243742,Kucypera,73776,H Hardys,73777,0-1,10,1993,POL,C42,Petrov Defense
1251653,E Luethgens,78413,S Nurkic,29127,0-1,10,1993,Cattolica,B06,Robatsch
1251660,C Zahn,78423,K Hildebrand,78424,0-1,10,1993,Bundesliga (w),D00,Queen's Pawn Game
1251663,R Seltzer,29281,Alexander V Ivanov,41447,0-1,10,1993,21st World Open,A41,Queen's Pawn Game (with ...d6)
1251672,J van der Linden,78440,L Svensson,29134,0-1,10,1993,Ostend,D02,Queen's Pawn Game
1251681,J Tkacova,78459,V Bracjunova,78460,0-1,10,1993,Ch Slovakia (cadets) (w) (under 16),C02,"French, Advance"
1251694,J Sylvan,50731,M Antonsen,29087,0-1,10,1993,Farum (Denmark),C16,"French, Winawer"
1251710,R Ryan,78506,C Thibodeau,78505,0-1,10,1993,USCF,C28,Vienna Game
1251652,F Fahrholz,78411,N Zinina,78412,0-1,11,1993,Cattolica,D30,Queen's Gambit Declined
1251664,J P Girard,78427,G Schwartzman,19891,0-1,11,1993,Cannes,C03,"French, Tarrasch"
1251688,J Kural,78471,D Onderek,78472,0-1,11,1993,Ch CSS,A15,English
1251701,G Cativelli,16394,A Fuentes,16422,0-1,11,1993,Buenos Aires Najdorf op,A46,Queen's Pawn Game
1251705,La Palm,78500,Clancy,78501,0-1,11,1993,EKTh,C42,Petrov Defense
1251709,Middleton,31871,Stevens,19517,0-1,11,1993,USCF,B17,"Caro-Kann, Steinitz Variation"
1025497,H Stoeckmann,43408,Balashov,16914,0-1,12,1993,Munster,A22,English
1226729,J Deco,60880,J Mikita,56030,0-1,12,1993,SVK-chT,C57,Two Knights
1226771,H J Schubert,11023,Martin Schmid,35678,0-1,12,1993,Zurich,C57,Two Knights
1251671,M Herdering,78438,H Schultz,78439,0-1,12,1993,Muenster,B02,Alekhine's Defense
1251680,L Fidrikova,60875,Z Stockova,143722,0-1,12,1993,Ch Slovakia (cadets) (w) (under 16),C11,French
1251690,L Sepulveda,78474,M C B Acevedo,55831,0-1,12,1993,Ch World (cadets) (g) (under 14),B12,Caro-Kann Defense
1387535,A Holleville,100739,J Marie Barre,100740,0-1,12,1993,FRA AJEC/2394 corr,A00,Uncommon Opening
1352515,Birgit Evers,95535,Barsov,39734,0-1,13,1993,Goch op,C00,French Defense
1386546,Tseshkovsky,15318,A Strikovic,13997,0-1,14,1993,Gran Canaria op,B06,Robatsch
1778921,R Howell,151877,E Karklins,29975,0-1,14,1993,Chicago Open,D20,Queen's Gambit Accepted
1347566,K Romanowski,95007,W Schmidt,14872,0-1,15,1993,Polanica Zdroj op,D78,"Neo-Grunfeld, 6.O-O c6"
1383553,Salanon,100369,Plachetka,17550,0-1,15,1993,Cannes op2,C48,Four Knights
1387507,S Jankova,100716,L Batelkova,78687,0-1,15,1993,CZE Czechia-ch U14/16 Girls,B21,"Sicilian, 2.f4 and 2.d4"
1622392,S P Finn,130073,R Heasman,48357,0-1,15,1993,Berks & Bucks,B01,Scandinavian
1648216,S Sale,37912,P Balogh,134037,0-1,15,1993,Sala op,C07,"French, Tarrasch"
