indeks_igre,prvi_igralec,prvi_id,drugi_igralec,drugi_id,izid,stevilo_potez,leto,kraj,odprtje_neka_stevilka,odprtje
1230471,E P De La Prida,41831,J Ridameya Tatche,102911,0-1,13,1993,Seville op,C25,Vienna
1069116,L Christiansen,15040,Karpov,20719,1-0,12,1993,Hoogovens Knockout,E12,Queen's Indian
1755076,Huzman,11060,Schmittdiel,14060,1-0,14,1993,Hoogovens Open,A04,Reti Opening
1055496,D B Gurevich,19294,R Swift,27288,1-0,15,1993,Bermuda op,D15,Queen's Gambit Declined Slav
1251695,R Zimmer,31940,I Romanenko,110822,1-0,12,1993,New York open,C02,"French, Advance"
1098338,D Kumaran,20359,Miles,15843,1-0,15,1993,Dublin Zonal,D02,Queen's Pawn Game
1150980,P M Collier,38647,Yermolinsky,12166,0-1,9,1993,New York open,A50,Queen's Pawn Game
1128181,P Vandevoort,19853,Sosonko,23985,0-1,15,1993,Brussels Zonal,D38,"Queen's Gambit Declined, Ragozin Variation"
1021208,Ashley,21714,A Zelner,16755,1-0,12,1993,Saint Martin Open,B56,Sicilian
1251656,C Van der Zee,78416,E Dluski,78417,1-0,1,1993,Cattolica,A00,Uncommon Opening
1148903,C Marks,46701,P Oliveira,43281,0-1,14,1993,21st World Open,A07,King's Indian Attack
1251676,I Nikolaidis,18266,G Vouros,78453,1-0,9,1993,Athens op,D31,Queen's Gambit Declined
1251686,Mangu Saimeera,78466,C Webster,78467,1-0,9,1993,Wch U16 Girls,B06,Robatsch
1251700,W Neto,78493,K Banas,65494,1-0,9,1993,Wch U12,B22,"Sicilian, Alapin"
1251699,J Martinez,78492,D Rybansky,50253,1-0,11,1993,Wch U10,C02,"French, Advance"
1251687,E Hanim Ibrahim,60559,N Lopez,78469,1-0,12,1993,Wch U16 Girls,D37,Queen's Gambit Declined
1722803,Michael Henroid,53426,F Cook,146672,1-0,12,1993,Missouri Open Reserves,C34,King's Gambit Accepted
1585593,F Vallejo Pons,49085,N Dahmani,60417,1-0,15,1993,Wch U12,C14,"French, Classical"
1148935,Von Neumann,46706,D Shapiro,10097,0-1,9,1993,21st World Open,C44,King's Pawn Game
1251692,L Korou,100169,G Chancaldiimaa,78477,0-1,9,1993,Wch U18 Girls,B96,"Sicilian, Najdorf"
1251689,Z Abdul Ghafour,60782,M Agopov,49862,0-1,11,1993,Wch U16,B21,"Sicilian, 2.f4 and 2.d4"
1251679,S Urminska,78456,I Mihelic,78457,0-1,12,1993,Wch U16 Girls,D02,Queen's Pawn Game
1037780,D Begoray,111266,L Day,16101,0-1,14,1993,London CAN op,D07,"Queen's Gambit Declined, Chigorin Defense"
1226557,H Mudrochova,60615,S Sommer,53849,0-1,15,1993,Wch U18 Girls,C55,Two Knights Defense
1283771,H Hunt,27794,D Flower,84127,1-0,11,1993,17th Lloyds Bank Masters Open,B13,"Caro-Kann, Exchange"
1283825,J Barle,26655,R Tozer,13895,1-0,15,1993,17th Lloyds Bank Masters Open,A04,Reti Opening
1251647,T Aalto,17285,NN,12883,1-0,11,1993,?,B01,Scandinavian
1070668,Short,12181,Kasparov,15940,1-0,15,1993,Exhibition Game (thematic),C33,King's Gambit Accepted
1442812,F Slingerland,95496,A Bezemer,41151,1-0,15,1993,NED-ch sf,B93,"Sicilian, Najdorf, 6.f4"
1251696,R Klovsky,16648,A Lesiege,14481,0-1,11,1993,New York Enhance,D31,Queen's Gambit Declined
1251685,A Hauchard,27572,C Aghamaliyev,98974,0-1,12,1993,WchT U26,E62,"King's Indian, Fianchetto"
1052410,K Berg,14055,M Tratar,19756,1-0,13,1993,Groningen Chess Festival; GM open,B81,"Sicilian, Scheveningen, Keres Attack"
1066397,I Farago,12209,Jansa,18547,1-0,4,1994,OST-chT 9394,A41,Queen's Pawn Game (with ...d6)
1251785,S Serrano Marhuenda,94703,Perez Dorado,78601,1-0,7,1994,Cordoba,B18,"Caro-Kann, Classical"
1251725,Y P Srivastava,78522,R Shetty,36783,1-0,9,1994,Calcutta,B07,Pirc
1251742,J Mysulka,78546,M Vagner,78547,1-0,9,1994,Ch Moravia (open),B40,Sicilian
1251743,V Valenta,91071,T Gotz,78548,1-0,9,1994,Ch Moravia (open),C47,Four Knights
1251784,V Ramon Pita,30932,M Yeo,18664,1-0,9,1994,Habana (Cuba),D02,Queen's Pawn Game
1531766,T Angermann,120881,K Mueller,137138,1-0,9,1994,RH-chJ U20,C57,Two Knights
1251747,G Sturc,67542,L Bartek,61139,1-0,10,1994,SVK-chT,C85,"Ruy Lopez, Exchange Variation Doubly Deferred (DERLD)"
1251749,D Fernandes,61240,C H Jorgensen,89654,1-0,10,1994,Ch World (cadets) (g) (under 10),C50,Giuoco Piano
1251757,L Dambo,29873,V Pejnovic,78561,1-0,10,1994,EU-ch U12 Girls,B30,Sicilian
1251758,N Mereacre,78562,I Miloradovic,78563,1-0,10,1994,EU-ch U16 Girls,C01,"French, Exchange"
1251767,I Rausis,14248,H Gruendling,78575,1-0,10,1994,Eupen op,B10,Caro-Kann
1251768,A Strikovic,13997,L F Gonzales,78576,1-0,10,1994,Seville,C70,Ruy Lopez
1251770,F J Ochoa De Echaguen,38545,J Goncalves,78578,1-0,10,1994,Seville,B00,Uncommon King's Pawn Opening
1251772,P Donrault,78581,C Michaud,58931,1-0,10,1994,Geneva op,A40,Queen's Pawn Game
1251794,N Mihevc-Mohr,60633,L A Sepulveda,138101,1-0,10,1994,Olympiad (Womans),C77,Ruy Lopez
1251724,V P Moskalenko,15254,A Kotsuba,72192,1-0,11,1994,UKR-chT,D08,"Queen's Gambit Declined, Albin Counter Gambit"
1251735,P Lezcano Jaen,50698,Raul Sanchez,20892,1-0,11,1994,Las Palmas-D,B10,Caro-Kann
1251741,O Jonas,78544,T Cermak,78545,1-0,11,1994,Ch Moravia (open),A04,Reti Opening
1251761,Z Trmota,78566,P Cecil,78567,1-0,11,1994,Czech League (b) /95 (2nd),D11,Queen's Gambit Declined Slav
1251771,T Penson,78579,T Lammens,78580,1-0,11,1994,Eupen op,B17,"Caro-Kann, Steinitz Variation"
1251774,J P McKenna,123691,S Stockinger,78584,1-0,11,1994,Felden,B10,Caro-Kann
1251777,M Sepulveda,78587,P Hoareau,36239,1-0,11,1994,Olympiad (Womans),C62,"Ruy Lopez, Old Steinitz Defense"
1251795,F Baragar,22488,R Hamilton,28389,1-0,11,1994,Hamilton CAN,A18,"English, Mikenas-Carls"
1690755,V Kolesnikov,140524,P Piatnitsky,140525,1-0,11,1994,Moscow,B17,"Caro-Kann, Steinitz Variation"
1115770,Psakhis,11059,P H Nielsen,11670,1-0,12,1994,Peer Gynt,B30,Sicilian
1251711,J Bystron,78507,S Galicek,50640,1-0,12,1994,CZE-ch (under 12),B23,"Sicilian, Closed"
1251713,T Holosova,78509,M Dvorakova,61193,1-0,12,1994,Ch Czech Republic (cadets) (w) (under 10),B01,Scandinavian
1251718,M Pavlov,99043,N Barbu,78513,1-0,12,1994,Ch Romania (team),B30,Sicilian
1251721,V Kuljabin,92303,A Habibi,100975,1-0,12,1994,It (cat.2),B23,"Sicilian, Closed"
1251722,Z J Szabo,61274,I Zouheir,78518,1-0,12,1994,It (cat.3),A45,Queen's Pawn Game
1251738,L Kozlicek,78538,B Trangoni,78539,1-0,12,1994,Hlohovec,C44,King's Pawn Game
1251745,L Bartek,61139,J Petreje,69776,1-0,12,1994,SVK-chT,B13,"Caro-Kann, Exchange"
1251762,J A Diaz Rodriguez,72419,M Maximiano Burgos,78569,1-0,12,1994,Cordoba,B00,Uncommon King's Pawn Opening
1251764,S Estremera Panos,50552,Martinez,22178,1-0,12,1994,Cordoba,E30,"Nimzo-Indian, Leningrad"
1251769,J Fernandez Garcia,27779,A de la Fuente Torres,78577,1-0,12,1994,Seville,B45,"Sicilian, Taimanov"
1351731,Smagin,16704,N N Peregudov,44988,1-0,12,1994,St Petersburg,B12,Caro-Kann Defense
1352561,Barsov,39734,A Vehreschild,91822,1-0,12,1994,Goch op,A52,Budapest Gambit
1412109,W Maass,103556,N Kyser,103557,1-0,12,1994,CServe email,A80,Dutch
1701181,Piotr Ilczuk,90477,A Irlik,142018,1-0,12,1994,Karvina op,C23,Bishop's Opening
1722580,S C Beardmore,146560,G Stibal,146561,1-0,12,1994,corr,B22,"Sicilian, Alapin"
1080097,D Andre,36491,S Takkella,36492,1-0,13,1994,"IECG, Cat-B (m/0211/01)",C31,"King's Gambit Declined, Falkbeer Counter Gambit"
1145018,Uhlmann,11804,A Lawrenz,46127,1-0,13,1994,It Dresden (GER),A27,"English, Three Knights System"
1560088,L Hazai,16179,K Szoboszlai,124420,1-0,13,1994,HUN-chT2,C16,"French, Winawer"
1021984,Azmaiparashvili,14175,R Montecatine Rios,95208,1-0,14,1994,It Seville (ESP) (05),A29,"English, Four Knights, Kingside Fianchetto"
1357211,A Blees,20755,G Welling,31072,1-0,14,1994,KNSB league,B90,"Sicilian, Najdorf"
1541825,J Berger,121707,I Martinez Salomon,121708,1-0,14,1994,Internet,B20,Sicilian
1127250,D Finnie,43649,R Burridge,43650,1-0,15,1994,SNCL Div 1 Aberdeen 1-Aberdeen 2,B29,"Sicilian, Nimzovich-Rubinstein"
1226942,R Amadasun,127549,E Tweddell,63008,1-0,15,1994,Chess Olympiad (Women),C55,Two Knights Defense
1228147,D Benencev,60938,V Mitreski,60929,1-0,15,1994,Ch Europe (cadets) (under 12),C52,Evans Gambit
1230621,E Hallerova,54200,R Pallova,63844,1-0,15,1994,Ch Czech Republic (w),C29,Vienna Gambit
1230641,D Stalker,63861,S P Douglas,63862,1-0,15,1994,Ch Scotland (team),C27,Vienna Game
1251726,D Das,78523,C K Acharya,78524,0-1,7,1994,Calcutta,B00,Uncommon King's Pawn Opening
1251740,A Koukolik,78542,R Sykora,78543,0-1,8,1994,Prague (Czech Republic),A54,"Old Indian, Ukrainian Variation, 4.Nf3"
1251781,J A Jimenez de la Torre,78596,F Berebora,37918,0-1,9,1994,Cordoba,B60,"Sicilian, Richter-Rauzer"
1251746,R Rysan,63740,M Drtina,34572,0-1,10,1994,SVK-chT,C46,Three Knights
1075082,A S Karlsson vs C Gusta,31115,son,65186,0-1,11,1994,"It (open), VIII, Stockholm (Sw",C30,King's Gambit Declined
1079378,L Tegzes,126021,P Sinkovics,19606,0-1,11,1994,Ch Hungary team,C31,"King's Gambit Declined, Falkbeer Counter Gambit"
1251723,L Mikhaletz,51723,A Shneider,17638,0-1,11,1994,UKR-chT,B80,"Sicilian, Scheveningen"
1251728,Majhee,78526,Y P Srivastava,78522,0-1,11,1994,Calcutta,B07,Pirc
1251730,Unzicker,11236,S Telljohann,75119,0-1,11,1994,Muenster,B06,Robatsch
1251739,B Tasic,78540,I Efimov,17660,0-1,11,1994,Nice (France),E04,"Catalan, Open, 5.Nf3"
1061438,Igor Ivanov,72129,E J Gausel,14458,0-1,12,1994,Gausdal (Norway),C02,"French, Advance"
1226962,V Milunovic,61099,R Miele,61100,0-1,12,1994,Portoroz,C57,Two Knights
1251719,A Bollengier,140258,G Olarasu,55592,0-1,12,1994,Ch Romania (w),C41,Philidor Defense
1251733,M Aroven,78530,M Kallgren,60388,0-1,12,1994,Stockholm,C44,King's Pawn Game
1251776,J A Nunez Vallina,60445,C Ferron Garcia,61264,0-1,12,1994,Abierto,C45,Scotch Game
1251787,S Kindermann,13993,E Brestian,19788,0-1,12,1994,Staatsliga,B12,Caro-Kann Defense
1251789,Peymany vs Debo,78607,ka,78608,0-1,12,1994,Olympiad (Womans),A48,King's Indian
1584315,G Hayes,126343,D Anagnostopoulos,53956,0-1,12,1994,Barking op,A52,Budapest Gambit
1121740,Wojtkiewicz,15164,Shabalov,17665,0-1,13,1994,Bonn GSK Von Gleich,A53,Old Indian
1227090,A Stiri,52401,I Berzina,54785,0-1,13,1994,WYFWC Szeged G10(6),C58,Two Knights
1230642,M Maxwell,63863,A Peacock,63864,0-1,13,1994,Ch Scotland (team),C27,Vienna Game
1559950,H Graefe,124413,R Markus,30743,0-1,13,1994,CIF corr,A01,Nimzovich-Larsen Attack
1079389,M Guthrie,43134,G Levin,35403,0-1,14,1994,Las Vegas op,C37,King's Gambit Accepted
1329549,J Kopal,84956,T Gelashvili,49264,0-1,14,1994,Mlada Boleslav op,B01,Scandinavian
1541824,P Perez,26844,L Gonzales Mestres,30050,0-1,14,1994,Municipal,C46,Three Knights
1226922,V Grixti,61064,U Fraunschiel,108092,0-1,15,1994,Olympiad (Womans),C55,Two Knights Defense
1227109,M Sorli,61249,S Granath,61250,0-1,15,1994,WYFWC Szeged G16(7),C55,Two Knights Defense
1773877,I Saric,55494,I Papadatos,138651,0-1,15,1994,Aegina op,C28,Vienna Game
1285758,Chiburdanidze,16894,M Morena Bello,84477,1-0,13,1994,Seville op,A20,English
1251760,I Nei,37224,M Ippolito,78565,1-0,12,1994,Cappelle op 10th,A45,Queen's Pawn Game
1104669,E J Gausel,14458,J M Hodgson,11751,1-0,13,1994,Oslo op,A46,Queen's Pawn Game
1321678,P A Boll,23208,F Baumbach,17180,1-0,10,1994,14th CC World Ch Final,B32,Sicilian
1056054,M Leski,14389,W Shipman,15598,1-0,15,1994,Hawaii Int,A04,Reti Opening
1801444,J A Curdo,24125,Brian K Schmitz,153691,1-0,9,1994,Rhode Island Game/60,C46,Three Knights
1251729,M Galyas,38796,P Hopper,34907,1-0,12,1994,EU-ch U16,C42,Petrov Defense
1251782,J Sylvan,50731,A Flaata,52943,1-0,10,1994,Copenhagen op 16th,B06,Robatsch
1251759,I Farago,12209,V Bliumberg,65165,0-1,5,1994,Budapest FS06 GM,D21,Queen's Gambit Accepted
1251734,R Albrecht,78531,M Herzger,78532,1-0,8,1994,Berliner Sommer 12th,A10,English
1251750,I van Steenwinckel,61243,Marie Jorgensen,157307,1-0,9,1994,Ch World (cadets) U12 (girls),C44,King's Pawn Game
1251732,N Kim,17857,Vrulin,17859,1-0,10,1994,Kstovo Open,C77,Ruy Lopez
1251778,B Abramovic,15490,V Pajkovic,49606,1-0,10,1994,YUG-chT,A09,Reti Opening
1251731,K Petri,146495,T Oparaugo,63012,1-0,11,1994,Berliner Sommer 12th,C69,"Ruy Lopez, Exchange, Gligoric Variation"
1251736,A V Kovalev,14058,R Kleeschaetzky,78534,1-0,11,1994,Berliner Sommer 12th,B30,Sicilian
1251737,K Schulz,78535,M Maenner,78536,1-0,12,1994,Berliner Sommer 12th,A04,Reti Opening
1123635,Shirov,15809,Bareev,16299,1-0,15,1994,Novgorod,C00,French Defense
1022374,U Skorna,17202,Baburin,14466,0-1,15,1994,Berliner Sommer 12th,B51,"Sicilian, Canal-Sokolsky (Rossolimo) Attack"
1266699,Fedorowicz,14905,S Brower,81150,1-0,14,1994,95th US Open,D02,Queen's Pawn Game
1055614,K Sloan,27328,D B Gurevich,19294,0-1,13,1994,95th US Open,D44,Queen's Gambit Declined Semi-Slav
1227069,M El Adnani,61215,V Silivri,61213,1-0,15,1994,Wch U12,C55,Two Knights Defense
1227071,Phan DT,61217,D Flores,53050,0-1,15,1994,Wch U12,C58,Two Knights
1037298,N Davies,13886,T Thiel,24677,1-0,12,1994,18th Lloyds Bank Masters Open,A20,English
1251779,Velimirovic,14793,H Ree,14816,1-0,12,1994,Donner Memorial-B,C13,French
1230589,J J Hastings,63314,A P Law,40449,0-1,15,1994,18th Lloyds Bank Masters Open,C23,Bishop's Opening
1251775,T Depool Malave,60537,C Gil,78585,1-0,8,1994,Wch U20 Girls,C44,King's Pawn Game
1251783,E L Stuart,47723,A Dyce,78598,1-0,12,1994,Isle of Man Open,A46,Queen's Pawn Game
1230596,M Fierro,64170,L Maria,63826,1-0,14,1994,Wch U20 Girls,C28,Vienna Game
1251773,R Banaj,44304,G Olarasu,55592,0-1,8,1994,25th Balkaniad (women),C45,Scotch Game
1083838,Korchnoi,15866,I Sokolov,10992,0-1,14,1994,Garmisch-Partenkirchen Rapid,A20,English
1083842,Huebner,14098,Korchnoi,15866,0-1,13,1994,Garmisch-Partenkirchen Rapid,C11,French
1251717,K Lawson,34556,M Soltis,76857,1-0,12,1994,Reno op,A00,Uncommon Opening
1014482,Xie Jun,11045,Adams,10900,0-1,8,1994,Cap d'Agde,C84,"Ruy Lopez, Closed"
1251765,R G Kimende,61787,C Cuartas Bedoya,24529,0-1,9,1994,Olympiad,A46,Queen's Pawn Game
1251792,D Volpinari,88637,I Talib,35426,1-0,10,1994,Olympiad,D02,Queen's Pawn Game
1251793,I Talib,35426,J Silveirinha,79605,1-0,12,1994,Olympiad,B15,Caro-Kann
1243748,B Modr,38067,J Cesal,38279,1-0,7,1995,Extra League /96,D03,Torre Attack (Tartakower Variation)
1251819,J C Sanchez Jimenez,67320,A Tofe Mata,78646,1-0,7,1995,It (open) (c),C44,King's Pawn Game
1251811,A Borisenko,18297,V Yaakkimainen,95697,1-0,8,1995,Ch Russia (1/2 final),B30,Sicilian
1338759,Birchbeer,93842,NN,12883,1-0,8,1995,Casual Blitz,C44,King's Pawn Game
1075413,Wchess,79434,Junior,18917,1-0,9,1995,"Rated Blitz Match / 5:0, The",C34,King's Gambit Accepted
1251822,M Carlson,78649,A R Jones,78650,1-0,9,1995,Cambridge ENG,A80,Dutch
1251827,P Petek,31046,L Ptacnikova,21973,1-0,9,1995,It (open) (juniors),A27,"English, Three Knights System"
1251848,D Kracik,54185,L Batelkova,78687,1-0,9,1995,It (open) (b) (juniors),B21,"Sicilian, 2.f4 and 2.d4"
1251856,L Boros,30964,I Saller,78699,1-0,9,1995,Hajduboszormeny,C23,Bishop's Opening
1251858,M Bourloud,78701,J F Krebs,55082,1-0,9,1995,Bad Ragaz,C53,Giuoco Piano
1722579,P A White,146558,R C Rogers,146559,1-0,9,1995,corr,C23,Bishop's Opening
1079477,W Knoop,35553,L Malandain,35554,1-0,10,1995,NED-ch U16,C30,King's Gambit Declined
1080131,N Steen,36543,A Lin,36544,1-0,10,1995,"IECG, 7PSRR-N.001",C30,King's Gambit Declined
1251824,D Muller-Using,62670,F Hoffmann,78654,1-0,10,1995,St Ingbert,B71,"Sicilian, Dragon, Levenfish Variation"
1251828,Zhidkov,26969,S Kiselev,18123,1-0,10,1995,Vladivostok,E15,Queen's Indian
1251840,P Blazkova,57014,J Manak,65671,1-0,10,1995,Ch Slovakia (open),B28,"Sicilian, O'Kelly Variation"
1251849,M Novak,78688,R Bayer,78689,1-0,10,1995,Klatovy,C45,Scotch Game
1251851,S Gschwendtner,78692,R Dolezal Sr.,41434,1-0,10,1995,Klatovy,A18,"English, Mikenas-Carls"
1251852,K Steudel,78694,R Danz,78695,1-0,10,1995,Bad Ragaz,B06,Robatsch
1251855,D Gazarek,26263,H Krumpak,49926,1-0,10,1995,Ljubljana,A80,Dutch
1251866,A Veingold,14126,C Garcia Fernandez,50580,1-0,10,1995,Benasque,E11,Bogo-Indian Defense
1251878,M Sabol,51454,Votava,19782,1-0,10,1995,Czech League (a) 1994/95 (2nd),A45,Queen's Pawn Game
1357285,G Welling,31072,M Koevoets,96225,1-0,10,1995,"Eindhoven, club",C20,King's Pawn Game
1608738,B Martin,12059,A Fernandez,47872,1-0,10,1995,IECC,B50,Sicilian
1119406,J Rosito,39865,D Salvatti,42686,1-0,11,1995,op Mar del Plata ARG,C42,Petrov Defense
1227161,G Lane,13776,A Houriez,49835,1-0,11,1995,Cannes,C55,Two Knights Defense
1227350,M De Souza,56436,A A Pavia,61487,1-0,11,1995,Sao Paulo,C55,Two Knights Defense
1251820,Epishin,11675,S F Mayer,86978,1-0,11,1995,23rd World Open,D20,Queen's Gambit Accepted
1251838,R Sluka,53524,M Taus,78677,1-0,11,1995,Ch Moravia (open),C15,"French, Winawer"
1251839,J Wiehagen,78678,S Noll,78679,1-0,11,1995,St Ingbert,A01,Nimzovich-Larsen Attack
1251842,R Dolezal Jr.,44446,Z Neuschl,78684,1-0,11,1995,Klatovy,B17,"Caro-Kann, Steinitz Variation"
1251846,R Kohoutova,61190,K Stodolova,78686,1-0,11,1995,Ch Czech Republic (cadets) (under 10) (g),C50,Giuoco Piano
1251861,A Raudive,50814,J Nejedlo,78705,1-0,11,1995,It (open) (b),C54,Giuoco Piano
1251865,H Thallinger,78711,M Galyas,38796,1-0,11,1995,It (b) (cat.3),A80,Dutch
1251870,K Meier,78718,J F Krebs,55082,1-0,11,1995,Bad Ragaz,C80,"Ruy Lopez, Open"
1251876,R Cvek,49664,J Sikora-Lerch,24535,1-0,11,1995,Ch Moravia (open),A37,"English, Symmetrical"
1321204,I Minchev,90015,R Mladenov,90016,1-0,11,1995,Sofia Baharov op,C40,King's Knight Opening
1608742,A Fernandez,47872,A Podsiadly,128947,1-0,11,1995,IECG 7PSRR 3.006 net,C20,King's Pawn Game
1227254,N Threloff,36520,T Chavez,61401,1-0,12,1995,Quad #15,C57,Two Knights
1251796,W Haist,30682,R Grimm,78614,1-0,12,1995,Wuertt-ch (01),B30,Sicilian
1251801,Majorov,78619,A Gutov,102903,1-0,12,1995,Yalta,B12,Caro-Kann Defense
1251807,L E Johannessen,76840,R Markus,30743,1-0,12,1995,Olympiad (under 16),A87,"Dutch, Leningrad, Main Variation"
1251812,S Garcia,16214,Sergio Medina,152160,1-0,12,1995,Ch Spain (juniors),D15,Queen's Gambit Declined Slav
1251830,P Dvalishvili,66274,V G Afanasiev,78662,1-0,12,1995,Ch Moscow (open),B07,Pirc
1251831,B Markun,63896,A Vospernik,49163,1-0,12,1995,Ljubljana,B01,Scandinavian
1251845,P Vianin,63368,E Daverio,46876,1-0,12,1995,Geneva op,B31,"Sicilian, Rossolimo Variation"
1251862,N Tarin,78706,Martin Jerome,78707,1-0,12,1995,Avoine,D07,"Queen's Gambit Declined, Chigorin Defense"
1251868,A Varga,65677,A Galan,78715,1-0,12,1995,Slovak League (2) 1994/,A22,English
1251872,Zhidkov,26969,V Bachin,49045,1-0,12,1995,Vladivostok,A46,Queen's Pawn Game
1480607,I Cheparinov,10930,L Lang,113669,1-0,12,1995,EU-ch U10,D52,Queen's Gambit Declined
1080122,I Pitt,36530,N Bush,36531,1-0,13,1995,"IECG, 7PSRR-2.001",C30,King's Gambit Declined
1074414,Khalifman,11645,V V Popov,30534,1-0,14,1995,RUS-chT,B92,"Sicilian, Najdorf, Opocensky Variation"
1132084,A Stefanova,44272,P Chilingirova,25493,1-0,14,1995,Zt (w),B56,Sicilian
1230880,P Buchnicek,36762,V Janal,64099,1-0,14,1995,Zlin,C27,Vienna Game
1371038,R Berzinsh,25090,V Meijers,49269,1-0,14,1995,Latvia,C23,Bishop's Opening
1381944,E Hintikka,46864,R Taipale,58753,1-0,14,1995,Kuopio op2,C00,French Defense
1642381,E Repkova,26777,Martin Harvan,133086,1-0,14,1995,SVK-ch,C47,Four Knights
1023977,Bagirov,14915,R Wegelin,17900,1-0,15,1995,Weilburg op,A01,Nimzovich-Larsen Attack
1027387,Joel Benjamin,42951,N Gamboa,18919,1-0,15,1995,23rd World Open,A18,"English, Mikenas-Carls"
1117034,A Chernin,13898,Robatsch,14860,1-0,15,1995,AUT-chT 9495,A13,English
1119405,J Rosito,39865,R Hoffman,42685,1-0,15,1995,op Mar del Plata ARG,C02,"French, Advance"
1227127,I L Marin,114374,J Mitjavila Badia,61267,1-0,15,1995,Berga,C53,Giuoco Piano
1227396,M Vitinik,61541,I Dolgikh,67500,1-0,15,1995,"Vladivostok (Russia) It (open), III",C55,Two Knights Defense
1228176,J Wempe,46899,R Alvarez,62140,1-0,15,1995,Olympiad (under 16),C52,Evans Gambit
1228191,V Musil,26662,M Pardy,62153,1-0,15,1995,Ch Moravia (open),C52,Evans Gambit
1230754,A Delanoy,63293,P A Bex,99415,1-0,15,1995,Geneva op,C25,Vienna
1364470,A Rodrigues,103068,M Saleh,97515,1-0,15,1995,CM..0.00002,B04,"Alekhine's Defense, Modern"
1578546,J Sutherland,106356,P Vetharaniam,125563,1-0,15,1995,NZ Reserve Ch,A43,Old Benoni
1243747,G Malinverno,61308,M Vujovic,18581,0-1,8,1995,Castiglione Olona,B50,Sicilian
1243749,H Casagrande,19908,R Kuijf,28238,0-1,8,1995,Mitropa-cup HUN,A13,English
1251867,B Bruhn,78712,A Walkenhorst,78713,0-1,8,1995,St Ingbert,A40,Queen's Pawn Game
1080165,S Reichard,36598,L Sancholuz,36599,0-1,9,1995,"IECG, Cat-T (m/4606/01)",C35,"King's Gambit Accepted, Cunningham"
1251826,J Sixel,78657,M Usachyi,25918,0-1,9,1995,St Ingbert,D52,Queen's Gambit Declined
1251833,P A Rasmussen,78665,E Brondum,50748,0-1,9,1995,Copenhagen,A07,King's Indian Attack
1251835,L-Chess,115667,Socrates,27071,0-1,9,1995,Chinese University HKG,D16,Queen's Gambit Declined Slav
1251879,A Schmied,49328,J Aagaard,35994,0-1,9,1995,Copenhagen,D30,Queen's Gambit Declined
1251880,J Nordenbaek,50546,P K Wells,13896,0-1,9,1995,Copenhagen,B56,Sicilian
1080124,A R Fenton,36534,S Tosato,36535,0-1,10,1995,"IECG, 7PSRR-2.012",C32,"King's Gambit Declined, Falkbeer Counter Gambit"
1251808,L Andrade,78632,A Moiseenko,45294,0-1,10,1995,Olympiad (under 16),A23,"English, Bremen System, Keres Variation"
1251813,F Serwatowski,78638,G Buckendorf,46234,0-1,10,1995,Las Vegas,A06,Reti Opening
1251821,P Lang,78648,H Multhopp,29243,0-1,10,1995,23rd World Open,A02,Bird's Opening
1251825,N Chevalier,78655,D K Johansen,47022,0-1,10,1995,Noumea,B40,Sicilian
1251844,O Touzane,28631,D Komljenovic,27660,0-1,10,1995,It (open) (a),D31,Queen's Gambit Declined
1251863,V Hapilin,78708,J Havanov,78709,0-1,10,1995,Novgorod RUS,B56,Sicilian
1251814,W A Nyman,24326,W Hook,18784,0-1,11,1995,Las Vegas,A48,King's Indian
1251841,B Stepanovic,69771,O Ivannikov,78683,0-1,11,1995,Ch Slovakia (open),B01,Scandinavian
1251843,J A Palmisano,50038,G Llanos,16395,0-1,11,1995,Buenos Aires VII Najdorf op,E80,"King's Indian, Samisch Variation"
1251850,E Petersen,78690,C Hellegaard,50835,0-1,11,1995,Aalborg,A46,Queen's Pawn Game
1251853,P Dosoudil,78696,J Kuchta,34183,0-1,11,1995,Ch Moravia (open),C56,Two Knights
1230779,H Brouwer,63992,M Thayer,63993,0-1,12,1995,thematic,C25,Vienna
1251816,L Pospisil,63852,L Klima,55111,0-1,12,1995,Ch Moravia (open),B22,"Sicilian, Alapin"
1251823,M Corner,78652,A Allen,58816,0-1,12,1995,Ch Queensland,D20,Queen's Gambit Accepted
1251847,I Arakelov,50179,S V Ivanov,38123,0-1,12,1995,Ch Russia (1/2 final),A68,"Benoni, Four Pawns Attack"
